order_id,items
519,"13243,29128,4250,11359,9611,7704,1949,2610,741,2151,5469,5487,1849,915,433,5570,5024,2389,2414,28870,874"
520,"28840,2422,10765,12959,2837,19478,2547,26970,4177,28898,1230"
521,8299
522,"19259,8181,3183"
523,6208
524,4105
525,1726
526,1263
527,"11198,1174,17460"
528,"5485,17531,658"
529,"12332,2632"
530,9971
531,12736
532,"10239,1225"
533,"18158,3299,19504,8344,2338"
534,"5538,3313,7870"
535,5591
536,3047
537,"8121,7603"
538,"17492,16055"
539,"5983,2065,968,3574"
540,"2547,13115"
541,13847
542,"2384,6249,10956,12816,1902,11656,954"
543,"4237,1470,20703"
544,1091
545,"13170,3657,5033,6081,10812,5485"
546,"8244,12283,20139"
547,28836
548,3269
549,9557
550,1406
551,7515
552,"3275,5248,7498,372,5600,6055,3508,27032,11198,5485,29128,7637,8182,4577,1403,17784,5228,13138,5590,3242,13050,20914,685,614,3993,2915,5775,4354,17698,7283,1973,11046,1667,5356,11596,29279,1615,1809,9532,5026,624,29274,2964,6009,6422,3857,3313,2627,7945"
553,"20544,13969"
554,17431
555,18271
556,7637
557,3720
558,"20459,29168"
559,9799
560,"28,71"
561,"3329,3425,17887,6398,5274,6135"
562,627
563,"5576,2662,3249,3435,10803,21738,1400,7827,5062,12994,905,3966,7588,7880,18315,3525,3499,2890,18448,11047,14913,5227,27406,12030,12415,2627,12174,5163,29173,1505,4273"
564,2432
565,2750
566,"5959,29298,2296,12012,1274,1608"
567,8356
568,"7793,6741,1306"
569,20428
570,"943,5350,9703,3372,8438,11918,2834,11298,8358,29323,2459,8,4287,9735,5820,4980,10893,11313,2632,21168,4672,1123"
571,"1269,6254"
572,4962
573,1627
574,6809
575,"8897,3737,12382,4547,5216,3414,2004,18201,2415,20739,17454,9987,1915,3279,5409,20759,3313,17460,29172,4500,13959,1572,2228,7433,1617"
576,428
577,13508
578,21965
579,"14746,5317,2359,7444,3381,1240,5857"
580,5323
581,11458
582,5326
583,1909
584,3831
585,"9949,10706,7810,1392,6181,630,6509,27041,3720,4732,6443,11007,13209,1819"
586,4956
587,"27391,7540,7083,18856,13739,1372"
588,"5709,12190"
589,20826
590,"12017,3824,9641"
591,"10323,9661,1592,3133,3657,9226,3478"
592,"7460,18000,29299,7263,11400,4432,4283,18079"
593,10728
594,"7859,4478,8640,1711,5350,12398,10951,1418,4672,2129,2631,8062,19468,21225,4311,5228,1549,5594,625,12276,489,14441,7827,17394,3509,11264,468,2158,5144,1241,1207,1287,10596,27422,330,625,9682,19660,29308,19579,13143,19307,2065,13530,8633,16020,17536,13265,4904,1059"
595,"14638,5976,29169,2416,21804,1604,17784,19360,4000,8252,4705,537,1587,27092,13847,1296,6384,10239,3970,6542,1396,1078,1809,19897,7332,8640,1009,7172,3626,11789,17451,3723,6300,2349,9289,8293,3255,3299,98,13091,8252,4462,14012,2971"
596,10847
597,"17813,7358,2605,2358,1077,29326,5142"
598,2507
599,"6504,7325,1101,1556,937,6864"
600,"1266,20549,7344,5827,19811,27102,5259,4679,13175,9453,17654,11337,12816,2105,27106,6127,4204,10014,6309,5424,4904,1273,29326,2023,3370,10970,9759,1229,12736,5261"
601,"7023,13133,12056,14085,29322,3164,5574,16037,19307,2005,9592,3673,2607,491,29352,9804,2987,5009,1364,7891,8355,8577,2897,13977,7374,17566,9784,5534,29334,3753,1168,4887,3582,18025,20914,4964,2678,4917,23796,1449,5749,4355,8449,1994,1231,3023,1994,5728,7870,6125,7921,16020,12573,12626,4423,19051,1947,19429,1130,4630,28735,21902,3313,13041,13582,3313,2304,1231,28773,2847,6406,5350,3402,5405,10631,4935,6249,29335,8743,20732,3606,2049,2947,4154,2931,5321,6067,2678"
602,2107
603,11948
604,1271
605,3321
606,2632
607,"19869,8289"
608,5881
609,992
610,"20968,5083,8517,12382"
611,"12481,3726,1848,6058,7988"
612,"19075,3862,7302,10882,1013"
613,4355
614,"28607,2847,3031,1950,13170,28875,27042,9773,4635"
615,4072
616,2507
617,"14010,7495,8297,5476"
618,"29310,22061,1527,5228,8449,5667,13154,2340,516,1120,246,4885,5584,17304,5258,10229,4486,542,17709,1396,7714,5601,17668,3669,1433,18770,18975,8048,4519,6588,5410,2574,8153,4817,29323,3875,19839,10228,9257,3783,560,17658,6446,17932,9744"
619,"1738,958,2678,5254,2921"
620,4883
621,"27391,6688,7508,14744,1261,2669,5404,8762,7446,2620,9973,31,2983,5513,1297,3719,17731"
622,17963
623,4524
624,"20286,3076"
625,9398
626,"3535,27435,27398,1129,21933,2379,9422,9337,1409,21445,1679,3727,27389,2586,9579,5323,1488,112,16045,18571,1099,19864,19461,9507,11089,6191,6092,739,1982,1190,6406,4973,19036,19822,20952,3626,919,7954,7603,26972,11161,19809,3072,17966,7048,13018,29168,1027,2983,29252"
627,5259
628,2796
629,5582
630,27109
631,17388
632,"13045,19735,20003,1052,3408,10215,822,1755,5522,1360,6054,27034,19382,18701,1013,1409,2416,2390,1526,27459,11982,7319,10748,590"
633,3501
634,"7314,996,3178,27042,8216,5456,1161"
635,"1261,19675"
636,"897,5459,7666,125,11,477,4268,20254,6512,12950,10951,10604,637,1415,5558,13237,1107,3640,2004,5601"
637,"9164,11163,440,4805,2459"
638,3435
639,16030
640,"412,10903,323"
641,0
642,6184
643,7292
644,"5350,4956,8470,1317,7448,17492,10323,1099,1192,1168,3382,4014,18779,1688,460,7737,2459,2574,7495,946,475,247,29265,11949,10308,2605,3878"
645,"5395,607,2853,14846,20150,12418,29240,6703,2580,1442,976,20937,6370,19107,6784,1141,5944,562,12476,20905"
646,"1760,1343,1151,14445,18665,1712,2891"
647,"9657,4462,5355,17437"
648,21964
649,"8628,549"
650,3834
651,"1159,477,7794,723,5530,20400,27402,7904,3475,2038,9971,3246,13505,21308,29101,1895,2853,13969,6769,1255,18372,18345,2534,18100,6935,5959,458,5759,4412,18863,1182,7960,5421,5327,9095,20384,5485,5576,564,7066,1872,11164,4647,1531"
652,"21801,102,10038,20351"
653,"13266,1057"
654,8210
655,625
656,28608
657,"18551,1333,17549,1278,3533,6223"
658,3255
659,"19263,13133,11411,2014"
660,1378
661,3031
662,4285
663,4723
664,2061
665,19764
666,4631
667,4435
668,"18500,1786,401,4833,2389,3525,12063,4815,7344"
669,"2414,1852,4996"
670,"28608,1116,9452,6588,2065,3629,81,14746,27392,9836,16882,3456,804,5959,2069,942,1838"
671,"1230,1852,18654,2746,10205"
672,289
673,8182
674,2097
675,9017
676,13528
677,1232
678,"13967,629"
679,"13061,8449,18456"
680,"5002,13972,5243,26972,5103,4311,4197,6211,527,475,6254,18011,4501,18386"
681,"10215,7858,13467,6444,1615,3518,7642,1608,9768,3776,1522,21096,7354"
682,"21685,17408,9588,18101,6983,29313,28607,8066,29264"
683,"9675,20549,29265,17593,6143,17752,4864,9621,11982,6125,7414,992,18398,17851,17459,2835,1500,5035,12395,54,6573,20878,10940,19297,3535,870,11336,17924,7870,9430,10765,2659"
684,7403
685,2859
686,13130
687,1392
688,"8062,12178"
689,"2075,27289,905,2762,17275,5354,12389,17396,5144,20549,1145"
690,11658
691,"5002,7622,11061,401,5443,7645,2018,8252,19254,14929,1768,555,18170,3955,11746,7448,452,718,1227,6801,1119,18170,3313,978,2569,17658,5404,1024,2349,27038,6067,10323,2049,21081,5538,3456,18185"
692,"19373,5662,9373,10572,2142"
693,14155
694,27406
695,13296
696,736
697,13088
698,8746
699,"19298,5390,19122,5353"
700,"20667,3653,7977,992,1513,251,17358,11656,5456,431,2062,9362,5775,1449"
701,"10861,4425"
702,"28773,905,1721,7412"
703,"1143,1270,894,56,460,17505,1019,6195,11049,2063,3862,6067,7880,1360,2172,18026,4852,20850,12427"
704,8001
705,"1955,19764,9971"
706,3626
707,11059
708,"362,5456,28767,6929,1388,3892"
709,"29343,8577,7583,1402,1604,13097,4423,5881,5081,9067,7870,13651"
710,4623
711,"7602,4582,5708,2247,2662,17656,29101,28594,9596,6346,17924,14748,5232"
712,"961,8468,8861,7048,4847,7753,29272"
713,5350
714,"8074,841,9126,2875"
715,20741
716,4935
717,9739
718,"17453,10774,14744,2246,4435,11383,9437,1469,5699,1679,19928,2493,5262,7859,10130,14980,4483,14834,1880"
719,"18912,19310,1255,1849,5326,4382,14744,20047,10900,2906,2121,10986,4287,2175,1829,10723,29355,2155,914,4231"
720,4609
721,4177
722,8974
723,"5352,1524,2994,10998,12555,1809,1270,1819,9973,7252,2044,5824"
724,19271
725,3260
726,489
727,1259
728,"11911,1155,14834"
729,20914
730,"3617,10984,27035,1644,4238,7056,9735,6249,1086,1002,1260,3047,1094,1196,12950,2586,2063,3181,26972,2455,5081,1317,1695,13162,985,1365,11221,1392,3433,10505,21728,1500,5033,1048"
731,14507
732,"859,12933,1174,9430,3435,17386,5530,13562,20793,7585,17382,4967,6478,1195,10889,9626,7495,17695,31,1348,17460,1545,7929,2246,2547,5350,8121,11658,2820,29308,9867,11399,2658"
733,10799
734,5807
735,"11934,9763"
736,"1168,9905"
737,"11974,27032,13105,1031,4519,5535,6099,3581,17392,7279,2117,456,5789,3423,9789,1041,1060,29168,1819,565,11117,14939,9649,1107,28608,11594,10784"
738,4962
739,"2221,8192,3525,11114,7907,8079,976,2470,1406"
740,10709
741,17628
742,"27041,20549,1350,1452,3753,4379,9020"
743,"6893,13975,8831,1828,1753,3606,2671,8074,5228,5305,17735,4459,5176,6577,1711,4156,10658,1174,629,8293,3031,625,5353,695,13712,5953,18027,1200,2957,4847,8592,1168,4780,10642,13970,6138,5330,9633,17426,19376,5204,10480"
744,"11999,6962,13782,7684,1024,9518,14860,28836,7014,7300,1355,17803,3679,7794,10703,475,9532,9848,9571,6227,6054"
745,"14860,19689"
746,3292
747,4435
748,6181
749,12933
750,"1960,2610"
751,9731
752,"7048,2014,17534,17953,10951,4484,17165,7691,1077,7955,20924,1888,4630,6259,7870,10359,4268,19545,564,11948,7827,19109,27035,4355,5445,6135,12981,18282,793,773,29260,7679,1,4229"
753,"18602,11133,11911,17312,10825,8224"
754,1800
755,4807
756,17516
757,"4332,3483,6138,9127,560,2658,2311"
758,28608
759,"10631,3420"
760,"20329,3381,3425,5435,723,1525,12818,13239,4106,3047,18482,2582,19867,9020"
761,1215
762,1622
763,6187
764,"7945,937,1994,19561,170,18933,1674,1392,17441,9576,18622,5333,5022,185,2822,28869,19754,11411,5688,2296,10709,7374,7808,18909,3034,3867,2771,1116,5258,5457,29127,3669,9282,636,2221,9434,9435,461,6365,19359,27436,29171,21716,9748,5944,1642,5323,12030,2092,7230,6300,1355,19515,13976,4297,5262,5085,9849,9470,19024,1895,20632,4917,4433,18769,4110"
765,21002
766,12292
767,17359
768,"10228,13115,13797,4587,17938,533,3806,1001,10989,125,5881,4530,8270,19340,9003,3269,6150,14875,524"
769,3693
770,"17516,20512,1296,7850,11083,9689,11442,4952,11854,29312,11331,278,727,17416,28607,5137,20448,564,10055,5294,1826,3106"
771,"10728,4865,20505,17936,9677,4852"
772,"3596,1000"
773,1108
774,29325
775,"7263,1524,19519,18511,4405,7436,8204,1214,10791,27034,5372,3420,1196,8873,28512,4835,233,1644,1179,4795,9216,5990,2657,917,20043,10536,4328,12959,11164,29240,1480,1112,5662,9345,12985,7214,4436,7326,966,7482,475,12133,389,7850,278,13066,637,11059,3333,18817,7858,13972,20400,1031,27034,8362,5183,943,5399"
776,13972
777,9733
778,64
779,7503
780,"13028,7539,10318,1445,942,1094,1909,12527,19200,8628,20692,1141,5330,13533,387,945"
781,13115
782,"1181,5694,3502,2808,1567"
783,1359
784,7666
785,3950
786,"12093,5348"
787,10634
788,"14753,5205"
789,11116
790,"7983,21904,1642,9661"
791,13976
792,2595
793,"2808,2590,4123,1441,18697,5148,3673,2863,3505,1323,18074,5449,9773,2498,4872"
794,"9530,6472,27038"
795,1414
796,955
797,6380
798,2022
799,"6202,28604,6773,28840,27308,17608"
800,"20668,4973,7559,17773,18923,10047,27042,27093,1800,17530,8288"
801,"7583,18284,3317,1874"
802,1029
803,"8068,14099,1275,20636,18170,4344,10474,29268,2561,19866,13974"
804,"389,20056"
805,11027
806,3308
807,"10625,2588,529,5474,727,1355,1063,7678,494,981,21773,5003,1007,21716,17659,9599,5023,10727,4723,7988,5097"
808,"3370,20408,4308,27429"
809,"21126,13099"
810,3047
811,"1610,20324,9951,6524,19018,3673,6537"
812,"7759,13091,1189,3248"
813,1217
814,9718
815,4519
816,"21194,3753"
817,11264
818,"7947,3151"
819,"1449,8013,13115,1351,12185"
820,2595
821,2923
822,"1829,20256,3431"
823,2605
824,"3118,5023,27035,562,439,4237,10313,774,11061,1191,18602,8182,10548,18219,5227,3800,17474"
825,1250
826,559
827,"13967,4739,1553,3115,7622,7314"
828,1023
829,1588
830,"12853,1019,8751,6085"
831,7640
832,"1567,2897,2414"
833,14010
834,12951
835,18311
836,1886
837,"4932,4530"
838,2651
839,12736
840,11589
841,"1092,3673,7677,1162,10902,2853,1049,20454,18159,5304,7850,2620,4808,29240,10360,7252,953,4575,4609,9129,11739,19161,1563,27041,19840,7151,3561,8358,5350,20619,1748,27036,774,6741,17372,1303,1264,1918,7151"
842,10658
843,"27035,4135,120"
844,9320
845,"1229,4273,4388,7493,9467,10851,10550,1850,1127,18949,12711,11298,4666,1449,4865,28512"
846,"5693,29336,7342,7799,5953,18052,6321,1526,6309,20612,17422,29171"
847,"1163,10631,3508,5226,17532,14085,4104,10785,458,4412,5520,7491"
848,14748
849,"1445,14748,10728"
850,12238
851,"10458,2157"
852,"1342,14992,27042,16036,9308,18299,10966,6212,533,1938,21909,9226,11036,27523,17414,5087,6203,4904,3504,9344,2541,21973,3427,64,6281,19644,240,6181,18729,27416,12363,29268,9505,3737,3648,931,7286,18382,691,20905,2676,7907,1406"
853,"1664,7945,1041,5262,537,5175,507"
854,"2586,2360,13450,3613,5369,7158,1365"
855,"9265,3583"
856,4885
857,"1232,29335,1117,5024,6208,2574,4797,2301,2353,21745,4612,1667,11067,1215,9529,2578,0,20549,7666,2847,4222,4303,413,525"
858,9393
859,630
860,"5890,1649"
861,7610
862,2632
863,"21902,1143,1351,8612,29272"
864,2352
865,"566,9564,29272,2913,2993,18167,6588,29272,5024,13356,3592,7836,564,2632,1265"
866,"13775,2069,9017,22242,1322,9564,7666,2886,3518,6469,13143,10954,27045,2432,17924,4532,17492,5343,3258,13541,13394,2265,5600,7999,3123,12190,1534"
867,2659
868,5229
869,"1147,8850,12427,1115,1874"
870,"21741,1304,6209,2632,27106,9818,537,2529,4350"
871,"20375,227,14078"
872,3129
873,"19250,4462,3666,11,3095,7977,20698,7773,9287,9449,1572,7440,18473,28512,19592,957,3333,5012,12291,5350,5827,4355,18404,6410,6249,29322,4371,68"
874,"8098,890,5357,18152,7367"
875,"14091,5187,17919,18719,9907,2360,5959,2847,11219,3417,389"
876,5248
877,8150
878,3539
879,"2913,21904,14793,2678,29336,6275,17446,27037,17961,2377,823,3574,27111,5228"
880,10684
881,10806
882,6981
883,5506
884,21672
885,8231
886,29248
887,4885
888,18693
889,"1702,7732,11348,12097,29255,4709,13540,19218"
890,"6645,2632,2725,13459,14793,6211,29310,18238"
891,10875
892,5951
893,3626
894,"7255,3561,6518"
895,18623
896,9608
897,3313
898,2379
899,7744
900,11078
901,1545
902,8461
903,13248
904,"3618,4030,18779,7745,20194,21728,323,7414,6092,3258,7674,18232,3382,10335,1488,1549,11091,5405"
905,11820
906,1229
907,"11152,2993"
908,7031
909,1409
910,"1738,4355"
911,"968,1662,2292,3468,1409,10086,1260,4521,5167,10204,2422,4912,7859,723,977,29334,2418,17729,723,27102,9548,10013,6251,17625,8098,14495,29261,5212,1462,1888,5558,29312,8289,5238,1296,6644,10857,2004,4902,1654,14751,5456,8135,5398,11596,2226,2762,8051"
912,11870
913,"3377,17629"
914,"17290,4500,14746,4598,10732,2875"
915,7810
916,"6542,18413"
917,"1036,456"
918,"9973,8448,6446,3591,1635,2161,8762,7263"
919,"7859,1175,11976,18325,5276,18035,4956,29267,7933,28590,4949,4378,10784,3806,432,2899,20549,2075,27032,27039,7988,1287,19278,503,5343,19067,2913,8252,5228,13237,7530,5374,7908,3002,5413,1100,2393"
920,13316
921,18673
922,"11978,18202,10561,18329,18044,7299,9434,2297,8302,17416,630,11937,3591,7859,9547,20139,7184,2586,12862,11746,29327,6703,10215,1107,6461,460,461,17487,9588,6801,1302,8292,18214,3425,614,8116,19505,2632,1664,8268,29313,1150,6926,9324,1143"
923,6298
924,11961
925,10889
926,8302
927,"14086,1809,20278,21803,2971,251,2002,3725,1397,2798,3821,2065,2419,7850,2211,27095,6749,223,18986,11908"
928,3350
929,1091
930,1673
931,5937
932,"2044,1502,16477,1168,3460,11049,21156,8468,3989,3805,5959,2245,5500,14439,7283,1465,985,4935,11656,14010,18886,7878,4672,3368,18681,3685,1639,7318,978,2529,27484,18462,1080,18223,1636,10881,1665,28605,6400,4949,2534,5699,1060,12775,1242,8344,485,5169,3792,1054,12256,2676,17588,11293,11315,18787,28601,12398,1322,21964,19006,11831,11163,27109,20134,2325,1518,12008,2093,3459,1010,2818,7945,3433,14100,3622"
933,"17290,1431,596,18315,17614,9748,914,18013,1014,169,16547,2655,7415,7339,1250,18259,3918,1778,564,4091,1250"
934,8082
935,"9815,21931,19382,4925,8161,19280"
936,"2173,12933,17594,8062,20073,9494,27408"
937,3592
938,"10908,2297,7977,4422"
939,11556
940,"941,21170"
941,1688
942,"8794,18027,1147,27483,629,9290,473,2627,8771,12097,3269,4961,10803,2022,11227,11337,17820,3248,19445,7076,2572,29261,1353,9319,17580,29272,13634,4528,4224,680,11172,4661,11934,918,1477,6998,12063,2954,20913,17617,8184,2178,4459,4671,223,10795,20572,4292,917,18276,11719,11789,5351,8305,21728,9576,1392"
943,8544
944,"475,17861,21965,10323,6381,1449,14090,13260,3377,570,1080,4739,9076,9542,1442"
945,3067
946,"1421,4949,11073,468,6426,7180,19240,29305,4207"
947,1272
948,"619,7153,4723,5593,15001,2315,7334,7714,7756,11858,29264"
949,"9973,6953,7214"
950,10956
951,14860
952,"17175,4222,1054"
953,"9703,7495"
954,12859
955,784
956,3279
957,6321
958,17823
959,"11391,4550"
960,5927
961,"2851,7537,8210,1760,1409,3877,1702,6202,26972,2335,2620,12979,13979,19188,3505,3327,4384,18417,4700,537,20724,2560,4480,12049,7546,7506,26972,3950,556,4483,6231,29208,6023,18301,9420,1339,112,10119,2718,6099,29326,4308,1833,7030,7627,6942,1768"
962,"4797,18221,822,6249,1314,10562,10881,8062,7180,4612,8274,10678,5072,6509,2455,48,2,1914,27522,9792,20398,4729,13505"
963,"5512,3572,6191,14102"
964,"4613,4346,476,7324,11987,19123"
965,18196
966,11091
967,7651
968,14478
969,"12255,5048"
970,1134
971,4359
972,12818
973,11400
974,"5361,1702,12328,11073,525,9450,9719,11020,1035,13085,5530,351,560"
975,3277
976,28836
977,"5354,12060,11272,6446,1400,1239,29352,1092"
978,7314
979,"1314,3381,10913"
980,"6443,6085,1510,13969,17581,2823,11213,1826,21106,7298,3435,6998"
981,4000
982,13976
983,"1355,5340,11378"
984,"1065,2605,4962,908,9926,1300,8897,8592,4062,6511,2246,1826"
985,1242
986,1006
987,28604
988,"7745,9742,2349,3555,3025"
989,"7989,4463"
990,7116
991,"2920,4807,5070,3533,12951,17963,10631,3525,1665"
992,6399
993,"5719,13978,5353,3905"
994,"27407,3762,4237,13091,3666,19240,7590,7314,2141,2129,3382,5085,1598,577,19974,1741,10071,7126,6135,68,791,3085,590,7666,1809,28842,2678,7495"
995,3873
996,"13028,27036,1052,953,7947,1565,7083,5959,1027,1583,1073,11789,29342,440,13136,1002,29299"
997,1375
998,28585
999,3448
1000,"2590,1437,7857,1462"
1001,29208
1002,"18755,8285,3333,1436,5775,458,3101,4664,18690,3288,5936,7279,5791,539,11789,4597,967"
1003,21246
1004,"14834,17372,227,5028,12227,27413,17375,1016,5708,3338,533,11142,17408,1809,9342,3910,18243,10877,562,1949,9785,450,1826,1505,1503,21768,7999,9901,27045,27422,1720,48,5604"
1005,4644
1006,19817
1007,3233
1008,29261
1009,"27035,614"
1010,"1261,13970,7326,1215,21035,17371,940,8178,1396,9812,6461,18634,13153,7693,17352,5513,17732,4438,942,81,4135,27404,3313,4317,1393,17387,2859,19724,3333,6577"
1011,12003
1012,12232
1013,938
1014,"5022,5176"
1015,1654
1016,3372
1017,"5442,7954,6989,1895,3425,4040,5459,2546,2853,20549,9467,433,10011,27102,28767,1470,992,1293,29127,3375,14093,6577,14736,939,1287,29101,18398,1099,1000"
1018,"1888,4933,6588,17848,17604,18058,11153,18925,12281,5411,9135,4613,1502,13289,5017"
1019,"4850,13184,3905,8449,13975,19263,1582,27483,10704,4621,7880,1107,5262,1138,9505,3269,7081,4225,247,3032,1882,2062,6534,1789,3300,19971,13008,7360,2128,6233,8927,763,12862,8205,2796,14745,11853,854,14746,1419,7283,4237,11996,2455,6478"
1020,7088
1021,3574
1022,"12091,2271,6577,7713,4948,2044,8028,13091,14078,17695,1604,6463,1667,11531,3673,17437,11959,10903,19153,2018,9804,11201,1073"
1023,"5875,4462,5371,1378"
1024,"971,2516,6380,1260"
1025,29252
1026,5506
1027,2777
1028,4628
1029,"19852,17404"
1030,"458,4066,11144"
1031,"28606,5259"
1032,1251
1033,28875
1034,"11384,12185"
1035,2325
1036,471
1037,27033
1038,"2632,12151"
1039,29187
1040,"562,13651,999"
1041,2450
1042,18563
1043,"3239,3095,18902,1200"
1044,14086
1045,"9278,925,17532,9421,12975,29310,4873"
1046,"7765,20820,18219,17687,19022"
1047,18181
1048,1158
1049,"5317,16335,246,4268,8383,3633,629,20686,1077,2044"
